route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
19-4158,19,"Salisbury - PA Hospital StationLink",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/19,E463A4,000000
26-4158,26,"Upper Mt Gravatt - RBWH via Fortitude Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/26,E463A4,000000
29-4158,29,"Woolloongabba - UQ Lakes Shuttle",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/29,E463A4,000000
30-4158,30,"Spring Hill Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/30,FFD51F,000000
40-4158,40,"City Loop (Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/40,D20000,FFFFFF
50-4158,50,"City Loop (Anti-Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/50,D20000,FFFFFF
60-4158,60,"West End - Teneriffe Ferry via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/60,6DD0F6,000000
61-4158,61,"Ashgrove Shops - Coorparoo via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/61,7A0046,FFFFFF
77-4158,77,"Eight Mile Plains - Chermside via CLEM7",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/77,E463A4,000000
100-4158,100,"Forest Lake/Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/100,E463A4,000000
101-4158,101,"Forest Lake - Oxley station via Inala and Durack",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/101,E463A4,000000
102-4158,102,"Inala - Oxley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/102,E463A4,000000
103-4158,103,"Centenary - Inala Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/103,E463A4,000000
104-4158,104,"Corinda High - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/104,E463A4,000000
105-4158,105,"Indooroopilly - PA Hospital via Yeronga",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/105,E463A4,000000
106-4158,106,"Mt Ommaney - Indooroopilly via Corinda",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/106,E463A4,000000
107-4158,107,"Yeerongpilly - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/107,E463A4,000000
109-4158,109,"Acacia Ridge - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/109,E463A4,000000
110-4158,110,"Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/110,E463A4,000000
112-4158,112,"Griffith Uni Mt Gravatt - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/112,E463A4,000000
113-4158,113,"Mt Gravatt Central - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/113,E463A4,000000
114-4158,114,"Tarragindi - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/114,E463A4,000000
115-4158,115,"Griffith University - Sunnybank Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/115,E463A4,000000
116-4158,116,"Upper Mt Gravatt - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/116,E463A4,000000
118-4158,118,"Forest Lake - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/118,E463A4,000000
119-4158,119,"QEII Hospital - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/119,E463A4,000000
120-4158,120,"Garden City - City via Tarragindi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/120,E463A4,000000
121-4158,121,"Salisbury - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/121,E463A4,000000
122-4158,122,"Inala - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/122,E463A4,000000
123-4158,123,"Griffith University - Garden City via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/123,E463A4,000000
125-4158,125,"Garden City - City/Valley via Salisbury",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/125,E463A4,000000
126-4158,126,"Heathwood - Sunnybank Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/126,E463A4,000000
127-4158,127,"Indooroopilly - Fairfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/127,E463A4,000000
130-4158,130,"Parkinson - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/130,E463A4,000000
131-4158,131,"Parkinson - City via Hellawell Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/131,E463A4,000000
132-4158,132,"Parkinson/Algester - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/132,E463A4,000000
134-4158,134,"Griffith University - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/134,E463A4,000000
135-4158,135,"Parkinson - Griffith Uni busway Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/135,E463A4,000000
137-4158,137,"Sunnybank Hills - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/137,E463A4,000000
138-4158,138,"Algester - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/138,E463A4,000000
139-4158,139,"Sunnybank Hills - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/139,E463A4,000000
140-4158,140,"Browns Plains - City Express via Mains Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/140,E463A4,000000
141-4158,141,"Browns Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/141,E463A4,000000
142-4158,142,"Browns Plains - City Bullet",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/142,E463A4,000000
150-4158,150,"Browns Plains - City Express via Runcorn",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/150,E463A4,000000
152-4158,152,"Stretton - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/152,E463A4,000000
153-4158,153,"Drewvale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/153,E463A4,000000
155-4158,155,"Eight Mile Plains - Griffith Uni via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/155,E463A4,000000
156-4158,156,"Stretton - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/156,E463A4,000000
161-4158,161,"Wishart Outlook - Griffith University busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/161,E463A4,000000
162-4158,162,"Eight Mile Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/162,E463A4,000000
169-4158,169,"Eight Mile Plains - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/169,E463A4,000000
171-4158,171,"Garden City - City Rocket via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/171,E463A4,000000
172-4158,172,"Garden City - PA Hospital via Greenslopes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/172,E463A4,000000
175-4158,175,"Garden City - City via Logan Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/175,E463A4,000000
176-4158,176,"Garden City - City Rocket via Logan Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/176,E463A4,000000
177-4158,177,"Carindale - Griffith Uni Mt Gravatt",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/177,E463A4,000000
179-4158,179,"Garden City - UQ Express via Newnham Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/179,E463A4,000000
180-4158,180,"Garden City - City Express via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/180,E463A4,000000
181-4158,181,"Carindale Heights - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/181,E463A4,000000
182-4158,182,"Garden City - Holland Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/182,E463A4,000000
183-4158,183,"Wishart - City Rocket via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/183,E463A4,000000
185-4158,185,"Garden City - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/185,E463A4,000000
186-4158,186,"Wishart - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/186,E463A4,000000
189-4158,189,"Holland Park - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/189,E463A4,000000
192-4158,192,"Yeronga - City via UQ Lakes and Highgate Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/192,E463A4,000000
195-4158,195,"New Farm - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/195,E463A4,000000
196-4158,196,"Fairfield Gardens - Merthyr via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/196,E463A4,000000
197-4158,197,"City - South Brisbane Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/197,E463A4,000000
198-4158,198,"Highgate Hill Hail 'n' Ride",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/198,E463A4,000000
199-4158,199,"West End - Teneriffe Ferry via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/199,E463A4,000000
200-4158,200,"Carindale Heights - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/200,E463A4,000000
201-4158,201,"Carindale Heights - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/201,E463A4,000000
202-4158,202,"Carindale - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/202,E463A4,000000
203-4158,203,"Carindale - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/203,E463A4,000000
204-4158,204,"Carindale - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/204,E463A4,000000
205-4158,205,"Carindale Heights - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/205,E463A4,000000
206-4158,206,"Carindale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/206,E463A4,000000
208-4158,208,"Carina - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/208,E463A4,000000
209-4158,209,"Carindale - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/209,E463A4,000000
210-4158,210,"Cannon Hill - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/210,E463A4,000000
211-4158,211,"Cannon Hill - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/211,E463A4,000000
212-4158,212,"Carindale - City/Valley via Seven Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/212,E463A4,000000
213-4158,213,"Cannon Hill - Carindale Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/213,E463A4,000000
214-4158,214,"Cannon Hill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/214,E463A4,000000
215-4158,215,"Carindale - City Express via Tingalpa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/215,E463A4,000000
216-4158,216,"Tingalpa - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/216,E463A4,000000
217-4158,217,"Carindale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/217,E463A4,000000
220-4158,220,"Wynnum - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/220,E463A4,000000
221-4158,221,"Wynnum - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/221,E463A4,000000
222-4158,222,"Carindale - City Express via Eastern Busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/222,E463A4,000000
223-4158,223,"Wynnum Loop Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/223,E463A4,000000
224-4158,224,"Wynnum Loop Anti-Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/224,E463A4,000000
225-4158,225,"Wynnum - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/225,E463A4,000000
227-4158,227,"Wynnum - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/227,E463A4,000000
228-4158,228,"Cannon Hill - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/228,E463A4,000000
230-4158,230,"Balmoral - City via Riding Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/230,E463A4,000000
231-4158,231,"Balmoral - City Express via Riding Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/231,E463A4,000000
232-4158,232,"Cannon Hill - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/232,E463A4,000000
234-4158,234,"Woolloongabba - City Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/234,E463A4,000000
235-4158,235,"Balmoral - City/Valley via Thynne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/235,E463A4,000000
236-4158,236,"Balmoral - City Express via Thynne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/236,E463A4,000000
240-4261,240,"Capalaba - Wynnum",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/240,E463A4,000000
242-4261,242,"Wakerley - Carindale (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/242,E463A4,000000
243-4261,243,"Capalaba - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/243,E463A4,000000
250-4261,250,"Redland Bay - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/250,E463A4,000000
251-4261,251,"Ormiston - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/251,E463A4,000000
252-4261,252,"Capalaba - Cleveland via Alexandra Hills (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/252,E463A4,000000
253-4261,253,"Capalaba - Thorneside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/253,E463A4,000000
254-4261,254,"Capalaba - Wellington Point",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/254,E463A4,000000
255-4261,255,"Cleveland - Birkdale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/255,E463A4,000000
261-4260,261,"Mackenzie - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/261,E463A4,000000
262-4260,262,"Capalaba - Griffith University via Mackenzie",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/262,E463A4,000000
263-4261,263,"Capalaba - Sheldon (Avalon Rd)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/263,E463A4,000000
264-4261,264,"Capalaba - Alexandra Hills via Maridale Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/264,E463A4,000000
265-4261,265,"Maridale Park - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/265,E463A4,000000
266-4261,266,"Capalaba - Alexandra Hills (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/266,E463A4,000000
267-4261,267,"Alexandra Hills - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/267,E463A4,000000
270-4261,270,"Victoria Point Jetty - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/270,E463A4,000000
271-4261,271,"Toondah Harbour - Redlands",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/271,E463A4,000000
272-4261,272,"Redland Bay - Redland Hospital via Thornlands",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/272,E463A4,000000
273-4261,273,"Cleveland - Brisbane City via Redland Bay Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/273,E463A4,000000
274-4261,274,"Victoria Pt Jetty - Cleveland via Thornlands",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/274,E463A4,000000
275-4261,275,"Thornlands - Brisbane City via Finucane Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/275,E463A4,000000
276-4261,276,"Victoria Point - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/276,E463A4,000000
277-4261,277,"Victoria Point - Point Halloran (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/277,E463A4,000000
279-4261,279,"Victoria Point Jetty - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/279,E463A4,000000
280-4261,280,"Shoreline Ave Redland Bay - Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/280,E463A4,000000
281-4261,281,"Shoreline Ave Redland Bay - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/281,E463A4,000000
282-4261,282,"Victoria Pt - Logan Hyperdome",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/282,E463A4,000000
299-4260,299,"Rochedale - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/299,E463A4,000000
300-4158,300,"Toombul - City via Hamilton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/300,E463A4,000000
301-4158,301,"Toombul - City via Hendra",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/301,E463A4,000000
302-4158,302,"Pinkenba - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/302,E463A4,000000
303-4158,303,"Pinkenba - Doomben via Myrtletown",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/303,E463A4,000000
304-4158,304,"Northshore Hamilton Loop via Racecourse Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/304,E463A4,000000
305-4158,305,"Hamilton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/305,E463A4,000000
306-4158,306,"Nudgee/Toombul - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/306,E463A4,000000
307-4158,307,"Northgate East - Toombul Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/307,E463A4,000000
308-4158,308,"Toombul - Chermside Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/308,E463A4,000000
309-4158,309,"RBWH - City via Teneriffe",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/309,E463A4,000000
310-4158,310,"Brighton - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/310,E463A4,000000
311-4158,311,"Brighton - Sandgate (Community Bus 1)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/311,E463A4,000000
312-4158,312,"Sandgate - Brighton (Community Bus 2)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/312,E463A4,000000
313-4158,313,"Shorncliffe (Community Bus)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/313,E463A4,000000
314-4158,314,"Sandgate - Deagon & Shorncliffe (Community Bus)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/314,E463A4,000000
320-4158,320,"Chermside - City via Wavell Heights",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/320,E463A4,000000
321-4158,321,"Toombul - City via Kalinga",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/321,E463A4,000000
322-4158,322,"Chermside - City via Toombul",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/322,E463A4,000000
325-4158,325,"Boondall - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/325,E463A4,000000
326-4158,326,"Carseldine - Toombul via Sandgate, Geebung",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/326,E463A4,000000
327-4158,327,"Strathpine - Bracken Ridge & Toombul",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/327,E463A4,000000
329-4158,329,"Bracken Ridge - Carseldine via Lacey Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/329,E463A4,000000
330-4158,330,"Bracken Ridge - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/330,E463A4,000000
331-4158,331,"Bracken Ridge - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/331,E463A4,000000
332-4158,332,"Zillmere - City Rocket via Spring Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/332,E463A4,000000
333-4158,333,"Chermside - Woolloongabba via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/333,E463A4,000000
334-4158,334,"Chermside - City via Kedron",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/334,E463A4,000000
335-4158,335,"Sandgate - City Express via Kirby Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/335,E463A4,000000
336-4158,336,"Chermside Clockwise Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/336,E463A4,000000
337-4158,337,"Chermside Anti-Clockwise Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/337,E463A4,000000
338-4158,338,"City - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/338,E463A4,000000
340-4158,340,"Carseldine - Woolloongabba Express via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/340,E463A4,000000
341-4158,341,"Taigum - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/341,E463A4,000000
344-4158,344,"Carseldine - City Precincts Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/344,E463A4,000000
345-4158,345,"Aspley - City Express via Maundrell Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/345,E463A4,000000
346-4158,346,"Aspley - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/346,E463A4,000000
347-4158,347,"Stafford - City via Grange",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/347,E463A4,000000
348-4158,348,"Stafford - City via Gordon Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/348,E463A4,000000
349-4158,349,"Stafford - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/349,E463A4,000000
350-4158,350,"Aspley - City Express via Bridgeman Downs",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/350,E463A4,000000
351-4158,351,"Aspley - City Rocket via Bridgeman Downs",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/351,E463A4,000000
352-4158,352,"McDowall - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/352,E463A4,000000
353-4158,353,"Chermside - City via McDowall",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/353,E463A4,000000
354-4158,354,"Mitchelton - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/354,E463A4,000000
357-4158,357,"Brendale - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/357,E463A4,000000
358-4158,358,"Strathpine - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/358,E463A4,000000
359-4158,359,"Eatonvale - City Express via Albany Village",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/359,E463A4,000000
360-4158,360,"Brookside - City via Everton Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/360,E463A4,000000
361-4158,361,"Mitchelton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/361,E463A4,000000
362-4158,362,"Ashgrove - Brookside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/362,E463A4,000000
363-4158,363,"Herston - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/363,E463A4,000000
364-4158,364,"Herston - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/364,E463A4,000000
367-4158,367,"Great Western SC - Upper Kedron via Ferny Grove",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/367,E463A4,000000
369-4158,369,"Mitchelton - Toombul via Stafford",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/369,E463A4,000000
372-4158,372,"Ashgrove - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/372,E463A4,000000
373-4158,373,"Ashgrove - City via Ashgrove Avenue",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/373,E463A4,000000
375-4158,375,"Bardon - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/375,E463A4,000000
377-4158,377,"Ashgrove - City via Kennedy Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/377,E463A4,000000
378-4158,378,"Ashgrove - City via Arthur Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/378,E463A4,000000
379-4158,379,"Ashgrove - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/379,E463A4,000000
380-4158,380,"The Gap - City via Hilder Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/380,E463A4,000000
381-4158,381,"The Gap - City via Payne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/381,E463A4,000000
382-4158,382,"The Gap - City Rocket via Settlement Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/382,E463A4,000000
383-4158,383,"The Gap - City Rocket via Payne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/383,E463A4,000000
384-4158,384,"The Gap - City Precincts Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/384,E463A4,000000
385-4158,385,"The Gap - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/385,E463A4,000000
390-4158,390,"Mitchelton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/390,E463A4,000000
396-4158,396,"Mitchelton - Arana Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/396,E463A4,000000
397-4158,397,"Ferny Grove - Mitchelton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/397,E463A4,000000
398-4158,398,"Mitchelton - Ferny Grove",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/398,E463A4,000000
399-868,399,"Samford - Ferny Grove Station (Hail & Ride)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/399,E463A4,000000
402-4158,402,"Toowong - University of Qld",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/402,E463A4,000000
411-4158,411,"University of Qld - City via Hawken Drive",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/411,E463A4,000000
412-4158,412,"University of Qld - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/412,E463A4,000000
414-4158,414,"Indooroopilly - University of Qld via Taringa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/414,E463A4,000000
415-4158,415,"Indooroopilly - City via Taringa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/415,E463A4,000000
416-4158,416,"Duke Street - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/416,E463A4,000000
417-4158,417,"Long Pocket - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/417,E463A4,000000
425-4158,425,"Chapel Hill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/425,E463A4,000000
426-4158,426,"Kenmore - City Rocket via Chapel Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/426,E463A4,000000
427-4158,427,"Chapel Hill - University of Qld Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/427,E463A4,000000
428-4158,428,"Chapel Hill - University of Qld",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/428,E463A4,000000
430-4158,430,"Fig Tree Pocket - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/430,E463A4,000000
431-4158,431,"Kenmore South - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/431,E463A4,000000
